Name,Skill,Position,Outside Perception,Affiliation,Confirmation Vote %,Years of Experience,Previous Government Service,Degree Level,Institution,Loyalty Score,Policy Priority,Generation,Gender,Home State,Military Service
[[Christopher Landau]],[[legal affairs]],Foreign Affairs,"Christopher Landau is viewed as a respected attorney and former ambassador to Mexico who brings both legal expertise and diplomatic experience. His appointment as Deputy Secretary of State is seen as more traditional and competent than some Trump picks. He is viewed as capable and experienced, though his willingness to serve under Trump's unconventional foreign policy approach is noted.",Republican,66.0%,35,Ambassador to Mexico 2019-2021,JD,Harvard Law School,3,"Latin America relations, legal diplomacy",Baby Boomer,Male,Maryland,No
[[Christopher Landau]],[[appellate litigation]],Foreign Affairs,"Christopher Landau is viewed as a respected attorney and former ambassador to Mexico who brings both legal expertise and diplomatic experience. His appointment as Deputy Secretary of State is seen as more traditional and competent than some Trump picks. He is viewed as capable and experienced, though his willingness to serve under Trump's unconventional foreign policy approach is noted.",Republican,66.0%,35,Ambassador to Mexico 2019-2021,JD,Harvard Law School,3,"Latin America relations, legal diplomacy",Baby Boomer,Male,Maryland,No
[[Christopher Landau]],[[Latin American relations]],Foreign Affairs,"Christopher Landau is viewed as a respected attorney and former ambassador to Mexico who brings both legal expertise and diplomatic experience. His appointment as Deputy Secretary of State is seen as more traditional and competent than some Trump picks. He is viewed as capable and experienced, though his willingness to serve under Trump's unconventional foreign policy approach is noted.",Republican,66.0%,35,Ambassador to Mexico 2019-2021,JD,Harvard Law School,3,"Latin America relations, legal diplomacy",Baby Boomer,Male,Maryland,No
[[Christopher Landau]],[[international law]],Foreign Affairs,"Christopher Landau is viewed as a respected attorney and former ambassador to Mexico who brings both legal expertise and diplomatic experience. His appointment as Deputy Secretary of State is seen as more traditional and competent than some Trump picks. He is viewed as capable and experienced, though his willingness to serve under Trump's unconventional foreign policy approach is noted.",Republican,66.0%,35,Ambassador to Mexico 2019-2021,JD,Harvard Law School,3,"Latin America relations, legal diplomacy",Baby Boomer,Male,Maryland,No
[[Stephen Feinberg]],[[Private equity]],Defense & Security,"Stephen Feinberg is viewed as a billionaire private equity executive whose firm owns defense contractors, raising significant conflict of interest concerns. Critics see his appointment as Deputy Defense Secretary as potentially corrupting, while supporters argue his business acumen will improve Pentagon efficiency. His financial industry background is unusual for this role and controversial.",Republican,59.6%,35,None,BA,Princeton University,4,"Pentagon efficiency, defense contracting",Baby Boomer,Male,New York,No
[[Stephen Feinberg]],[[defense contracting]],Defense & Security,"Stephen Feinberg is viewed as a billionaire private equity executive whose firm owns defense contractors, raising significant conflict of interest concerns. Critics see his appointment as Deputy Defense Secretary as potentially corrupting, while supporters argue his business acumen will improve Pentagon efficiency. His financial industry background is unusual for this role and controversial.",Republican,59.6%,35,None,BA,Princeton University,4,"Pentagon efficiency, defense contracting",Baby Boomer,Male,New York,No
[[Stephen Feinberg]],[[business management]],Defense & Security,"Stephen Feinberg is viewed as a billionaire private equity executive whose firm owns defense contractors, raising significant conflict of interest concerns. Critics see his appointment as Deputy Defense Secretary as potentially corrupting, while supporters argue his business acumen will improve Pentagon efficiency. His financial industry background is unusual for this role and controversial.",Republican,59.6%,35,None,BA,Princeton University,4,"Pentagon efficiency, defense contracting",Baby Boomer,Male,New York,No
[[Stephen Feinberg]],[[strategic planning]],Defense & Security,"Stephen Feinberg is viewed as a billionaire private equity executive whose firm owns defense contractors, raising significant conflict of interest concerns. Critics see his appointment as Deputy Defense Secretary as potentially corrupting, while supporters argue his business acumen will improve Pentagon efficiency. His financial industry background is unusual for this role and controversial.",Republican,59.6%,35,None,BA,Princeton University,4,"Pentagon efficiency, defense contracting",Baby Boomer,Male,New York,No
[[Stephen Feinberg]],[[financial analysis]],Defense & Security,"Stephen Feinberg is viewed as a billionaire private equity executive whose firm owns defense contractors, raising significant conflict of interest concerns. Critics see his appointment as Deputy Defense Secretary as potentially corrupting, while supporters argue his business acumen will improve Pentagon efficiency. His financial industry background is unusual for this role and controversial.",Republican,59.6%,35,None,BA,Princeton University,4,"Pentagon efficiency, defense contracting",Baby Boomer,Male,New York,No
[[Jim O'Neill]],[[Venture capital]],Health & Human Services,"Jim O'Neill is viewed as a libertarian who has controversially argued that FDA drug approval should not require proof of efficacy, only safety. His appointment as Deputy HHS Secretary alongside RFK Jr. signals a radical approach to health regulation. Critics see this as dangerous deregulation that could harm patients, while supporters view it as necessary innovation in healthcare policy.",Republican,54.2%,30,None,BA,UC Berkeley,4,"FDA deregulation, drug approval reform",Gen X,Male,California,No
[[Jim O'Neill]],[[healthcare investment]],Health & Human Services,"Jim O'Neill is viewed as a libertarian who has controversially argued that FDA drug approval should not require proof of efficacy, only safety. His appointment as Deputy HHS Secretary alongside RFK Jr. signals a radical approach to health regulation. Critics see this as dangerous deregulation that could harm patients, while supporters view it as necessary innovation in healthcare policy.",Republican,54.2%,30,None,BA,UC Berkeley,4,"FDA deregulation, drug approval reform",Gen X,Male,California,No
[[Jim O'Neill]],[[libertarian policy advocacy]],Health & Human Services,"Jim O'Neill is viewed as a libertarian who has controversially argued that FDA drug approval should not require proof of efficacy, only safety. His appointment as Deputy HHS Secretary alongside RFK Jr. signals a radical approach to health regulation. Critics see this as dangerous deregulation that could harm patients, while supporters view it as necessary innovation in healthcare policy.",Republican,54.2%,30,None,BA,UC Berkeley,4,"FDA deregulation, drug approval reform",Gen X,Male,California,No
[[Jim O'Neill]],[[pharmaceutical industry knowledge]],Health & Human Services,"Jim O'Neill is viewed as a libertarian who has controversially argued that FDA drug approval should not require proof of efficacy, only safety. His appointment as Deputy HHS Secretary alongside RFK Jr. signals a radical approach to health regulation. Critics see this as dangerous deregulation that could harm patients, while supporters view it as necessary innovation in healthcare policy.",Republican,54.2%,30,None,BA,UC Berkeley,4,"FDA deregulation, drug approval reform",Gen X,Male,California,No
[[Keith Sonderling]],[[Labor law]],Labor & Employment,"Keith Sonderling is viewed as a former EEOC commissioner with expertise in employment law and emerging workplace issues like AI. He is seen as more moderate and technocratic than some appointees, focused on practical implementation of labor policy. His appointment as Deputy Labor Secretary is viewed as bringing needed expertise to complement Secretary Chavez-DeRemer's political skills.",Republican,53.5%,20,EEOC Commissioner 2020-2025,JD,University of Miami,3,"AI workplace regulation, employment law",Millennial,Male,Florida,No
[[Keith Sonderling]],[[employment regulation]],Labor & Employment,"Keith Sonderling is viewed as a former EEOC commissioner with expertise in employment law and emerging workplace issues like AI. He is seen as more moderate and technocratic than some appointees, focused on practical implementation of labor policy. His appointment as Deputy Labor Secretary is viewed as bringing needed expertise to complement Secretary Chavez-DeRemer's political skills.",Republican,53.5%,20,EEOC Commissioner 2020-2025,JD,University of Miami,3,"AI workplace regulation, employment law",Millennial,Male,Florida,No
[[Keith Sonderling]],[[legal practice]],Labor & Employment,"Keith Sonderling is viewed as a former EEOC commissioner with expertise in employment law and emerging workplace issues like AI. He is seen as more moderate and technocratic than some appointees, focused on practical implementation of labor policy. His appointment as Deputy Labor Secretary is viewed as bringing needed expertise to complement Secretary Chavez-DeRemer's political skills.",Republican,53.5%,20,EEOC Commissioner 2020-2025,JD,University of Miami,3,"AI workplace regulation, employment law",Millennial,Male,Florida,No
[[Keith Sonderling]],[[workplace policy]],Labor & Employment,"Keith Sonderling is viewed as a former EEOC commissioner with expertise in employment law and emerging workplace issues like AI. He is seen as more moderate and technocratic than some appointees, focused on practical implementation of labor policy. His appointment as Deputy Labor Secretary is viewed as bringing needed expertise to complement Secretary Chavez-DeRemer's political skills.",Republican,53.5%,20,EEOC Commissioner 2020-2025,JD,University of Miami,3,"AI workplace regulation, employment law",Millennial,Male,Florida,No
[[Keith Sonderling]],[[regulatory affairs]],Labor & Employment,"Keith Sonderling is viewed as a former EEOC commissioner with expertise in employment law and emerging workplace issues like AI. He is seen as more moderate and technocratic than some appointees, focused on practical implementation of labor policy. His appointment as Deputy Labor Secretary is viewed as bringing needed expertise to complement Secretary Chavez-DeRemer's political skills.",Republican,53.5%,20,EEOC Commissioner 2020-2025,JD,University of Miami,3,"AI workplace regulation, employment law",Millennial,Male,Florida,No
